,Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
4028,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1921,1921,11112,1,1,0,Detention & Correc,Detention & Correc,Residential
4029,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,Abandon,1921,1921,9134,1,1,0,Industrial,Industrial,Not provided
4030,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1921,1921,14112,2,2,0,Detention & Correc,Detention & Correc,Residential
4031,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1928,1928,16628,1,1,0,Education,Education,Not provided
4032,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1924,1924,12633,1,1,0,Detention & Correc,Detention & Correc,Not provided
4033,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1924,1924,13800,1,1,0,Detention & Correc,Detention & Correc,Residential
4034,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1924,1924,10934,4,3,1,Detention & Correc,Detention & Correc,Residential
4035,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1924,1924,13125,1,1,0,Detention & Correc,Detention & Correc,Residential
4036,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1921,1921,9398,1,1,0,Detention & Correc,Business,Not provided
4037,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1916,1916,33690,4,3,1,Business,Business,Not provided
4038,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1983,1947,2268,1,1,0,Detention & Correc,Business,Not provided
4039,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1928,1928,31220,3,2,1,Detention & Correc,Assembly,Not provided
4040,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1928,1928,17520,3,2,1,Industrial,Industrial,Not provided
4041,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1937,1937,11320,2,2,0,Detention & Correc,Detention & Correc,Residential
4042,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1937,1937,12628,2,2,0,Detention & Correc,Detention & Correc,Residential
4043,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1937,1937,15552,2,2,0,Detention & Correc,Detention & Correc,Residential
4044,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1937,1937,13449,2,2,0,Detention & Correc,Detention & Correc,Residential
4045,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1937,1937,4426,3,2,1,Detention & Correc,Assembly,Not provided
4046,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1937,1937,3627,1,1,0,Detention & Correc,Assembly,Not provided
4047,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1983,1928,11500,1,1,0,Detention & Correc,Education,Not provided
4048,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1936,1936,21888,4,3,1,Detention & Correc,Detention & Correc,Residential
4049,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1939,1939,2417,1,1,0,Detention & Correc,Detention & Correc,Residential
4050,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1939,1939,2406,1,1,0,Detention & Correc,Health Care,Not provided
4051,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1943,1937,1016,3,2,1,Industrial,Industrial,Not provided
4052,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1939,1939,224,1,1,0,Business,Business,Not provided
4053,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1937,1937,156,1,1,0,Unusual,Unusual,Not provided
4054,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1943,1943,876,3,2,1,Business,Business,Not provided
4055,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1958,1958,6150,1,1,0,Storage,Storage,Not provided
4056,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1916,1916,500,1,1,0,Industrial,Industrial,Not provided
4057,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1920,1920,592,1,1,0,Industrial,Industrial,Not provided
4058,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1967,1958,200,1,1,0,Industrial,Industrial,Not provided
4059,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1964,1964,65751,3,3,0,Storage,Storage,Not provided
4060,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1966,1966,95586,5,4,1,Detention & Correc,Health Care,Not provided
4061,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1983,1958,2600,1,1,0,Detention & Correc,Storage,Not provided
4062,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1916,1916,16,1,1,0,Industrial,Industrial,Not provided
4063,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1983,1969,11991,3,2,1,Detention & Correc,Residential,Not provided
4064,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1983,1969,12615,3,2,1,Detention & Correc,Detention & Correc,Not provided
4065,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1970,1970,99,1,1,0,Industrial,Industrial,Not provided
4066,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1973,1969,38900,4,3,1,Detention & Correc,Detention & Correc,Assembly
4067,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1972,1972,452,1,1,0,Industrial,Industrial,Not provided
4068,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1986,1986,422,1,1,0,Industrial,Industrial,Not provided
4069,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1983,1972,5680,3,2,1,Detention & Correc,Detention & Correc,Not provided
4070,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1937,1937,160,1,1,0,Industrial,Industrial,Not provided
4071,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1937,1937,130,1,1,0,Industrial,Industrial,Not provided
4072,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1969,1969,9516,1,1,0,Mercantile,Mercantile,Not provided
4073,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1973,1971,16324,3,2,1,Industrial,Industrial,Not provided
4074,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1984,1983,10778,1,1,0,Detention & Correc,Detention & Correc,Not provided
4075,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1984,1983,144,2,2,0,Detention & Correc,Detention & Correc,Not provided
4076,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1984,1983,144,2,2,0,Detention & Correc,Detention & Correc,Not provided
4077,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1984,1983,144,2,2,0,Detention & Correc,Detention & Correc,Not provided
4078,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1984,1984,144,2,2,0,Detention & Correc,Detention & Correc,Not provided
4079,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1984,1983,144,2,2,0,Detention & Correc,Detention & Correc,Not provided
4080,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1984,1984,10585,3,2,1,Detention & Correc,Detention & Correc,Not provided
4081,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1984,1984,16827,2,2,0,Assembly,Assembly,Not provided
4082,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1984,1983,37860,1,1,0,Detention & Correc,Detention & Correc,Not provided
4083,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1985,1985,7700,1,1,0,Storage,Storage,Not provided
4084,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1983,1983,98,1,1,0,Detention & Correc,Detention & Correc,Not provided
4085,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1983,1983,98,1,1,0,Detention & Correc,Detention & Correc,Not provided
4086,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1983,1983,98,1,1,0,Detention & Correc,Detention & Correc,Not provided
4087,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1983,1983,98,1,1,0,Detention & Correc,Detention & Correc,Not provided
4088,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1983,1983,98,1,1,0,Detention & Correc,Detention & Correc,Not provided
4089,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1985,1985,98,1,1,0,Detention & Correc,Detention & Correc,Not provided
4090,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1983,1983,156,1,1,0,Detention & Correc,Detention & Correc,Not provided
4091,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1988,1988,664,1,1,0,Detention & Correc,Detention & Correc,Not provided
4092,Department of Corrections,Dixon Correctional Center - Lee County,2600 North Brinton,Dixon,61201,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1997,1997,44000,2,2,0,Detention & Correc,Residential,Not provided
4093,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1986,1986,15737,1,1,0,Business,Business,Assembly
4094,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1986,1986,6939,1,1,0,Health Care,Health Care,Not provided
4095,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1986,1986,6939,1,1,0,Health Care,Health Care,Not provided
4096,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1986,1986,6939,1,1,0,Health Care,Health Care,Not provided
4097,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1986,1986,6939,1,1,0,Health Care,Health Care,Not provided
4098,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1986,1986,6939,2,1,1,Health Care,Health Care,Not provided
4099,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1986,1986,6939,1,1,0,Health Care,Health Care,Not provided
4100,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1986,1986,6939,1,1,0,Health Care,Health Care,Not provided
4101,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1986,1986,1440,1,1,0,Storage,Storage,Not provided
4102,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1988,1988,1440,1,1,0,Storage,Storage,Not provided
4103,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1988,1988,96,1,1,0,Storage,Storage,Not provided
4104,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1995,1995,8523,1,1,0,Storage,Storage,Not provided
4105,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1989,1989,400,1,1,0,Unusual,Unusual,Not provided
4106,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1997,1997,2400,1,1,0,Storage,Storage,Not provided
4107,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1990,1990,80,1,1,0,Storage,Storage,Not provided
4108,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1990,1990,80,1,1,0,Storage,Storage,Not provided
4109,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1990,1990,80,1,1,0,Storage,Storage,Not provided
4110,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1990,1990,80,1,1,0,Storage,Storage,Not provided
4111,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1990,1990,80,1,1,0,Storage,Storage,Not provided
4112,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1990,1990,80,1,1,0,Storage,Storage,Not provided
4113,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1990,1990,80,1,1,0,Storage,Storage,Not provided
4114,Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,1996,1996,96,1,1,0,Storage,Storage,Not provided
4115,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,Abandon,1915,1915,24863,5,4,1,Business,Business,Not provided
4116,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,Abandon,1937,1937,23206,4,3,1,Business,Business,Not provided
4117,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,Abandon,1915,1915,17516,4,3,1,Business,Business,Not provided
4118,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,Abandon,1915,1915,17831,4,3,1,Health Care,Health Care,Not provided
4119,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1921,1921,21094,4,3,1,Health Care,Health Care,Not provided
4120,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1929,1929,6063,1,1,0,Health Care,Health Care,Not provided
4121,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1937,1937,17062,3,2,1,Health Care,Health Care,Not provided
4122,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1929,1929,24987,4,3,1,Assembly,Assembly,Not provided
4123,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1937,1937,11424,1,1,0,Residential,Residential,Not provided
4124,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,Abandon,1921,1921,11285,1,1,0,Health Care,Health Care,Not provided
4125,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1943,1943,16920,3,2,1,Health Care,Health Care,Business
4126,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,Abandon,1949,1943,17535,3,2,1,Detention & Correc,Storage,Not provided
4127,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,Abandon,1947,1947,19017,3,2,1,Health Care,Health Care,Business
4128,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,Abandon,1915,1915,24431,4,3,1,Industrial,Industrial,Not provided
4129,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1948,1948,2463,1,1,0,Industrial,Storage,Not provided
4130,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,Abandon,1915,1915,56395,4,3,1,Industrial,Industrial,Storage
4131,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1947,1947,4500,2,2,0,Storage,Storage,Not provided
4132,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,Abandon,1949,1949,25000,1,1,0,Industrial,Industrial,Not provided
4133,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1915,1915,14831,1,1,0,Industrial,Industrial,Storage
4134,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62002,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1965,1965,68511,5,4,1,Health Care,Health Care,Not provided
4135,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62002,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1966,1966,1940,3,2,1,Industrial,Business,Not provided
4136,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62002,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1920,1920,2005,1,1,0,Storage,Storage,Not provided
4137,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62002,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1970,1970,31062,3,2,1,Assembly,Assembly,Storage
4138,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62002,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1960,1960,3683,3,2,1,Health Care,Health Care,Not provided
4139,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62002,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1966,1966,1301,1,1,0,Storage,Storage,Not provided
4140,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62022,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1970,1968,576,3,2,1,Industrial,Industrial,Not provided
4141,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62202,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1949,1949,150,1,1,0,Industrial,Industrial,Not provided
4142,Department of Human Services,Alton Mental Health Center - Madison County,4500 College Ave,Alton,62002,Madison,12,Mike Bost,111,Beiser Daniel V.,56,William R. Haine,In Use,1996,1996,98000,1,1,0,Health Care,Education,Not provided
4143,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1910,1910,4692,1,1,0,Mercantile,Mercantile,Industrial
4144,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1910,1910,11775,2,2,0,Industrial,Industrial,Storage
4145,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1927,1927,8284,3,2,1,Storage,Storage,Business
4146,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,1910,1910,18796,1,1,0,Industrial,Industrial,Not provided
4147,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1951,1951,25728,3,2,1,Industrial,Industrial,Education
4148,Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,Abandon,1919,1919,5476,1,1,0,Health Care,Health Care,Not provided
